title,organization,rating,review_count,difficulty,course_type,duration,skills,title_tokenized,skills_tokenized,title_stopwordsized,skills_stopwordsized,title_lemmatized,skills_lemmatized
introduction to mathematical thinking,stanford university,4.7843270868824535,2935,intermediate,course,one_to_three_months,mathematical theory analysis mathematics and mathematical modeling calculus deductive reasoning logical reasoning,introduction to mathematical thinking,mathematical_theory_analysis mathematics and mathematical_modeling calculus deductive_reasoning logical_reasoning,introduction mathematical thinking,mathematical_theory_analysis mathematics mathematical_modeling calculus deductive_reasoning logical_reasoning,introduction mathematical thinking,mathematical_theory_analysis mathematics mathematical_modeling calculus deductive_reasoning logical_reasoning
gpu programming,johns hopkins university,2.731168831168832,154,intermediate,specialization,three_to_six_months,artificial neural networks image analysis eventdriven programming c and c scalability deep learning software development machine learning methods performance tuning linear algebra distributed computing system programming computer graphics computer hardware computer vision numerical analysis computer architecture data structures performance testing machine learning,gpu programming,artificial_neural_networks image_analysis eventdriven_programming c and c scalability deep_learning software_development machine_learning_methods performance_tuning linear_algebra distributed_computing system programming_computer graphics computer_hardware computer_vision numerical_analysis computer_architecture data_structures performance_testing machine_learning,gpu programming,artificial_neural_networks image_analysis eventdriven_programming scalability deep_learning software_development machine_learning_methods performance_tuning linear_algebra distributed_computing system programming_computer graphics computer_hardware computer_vision numerical_analysis computer_architecture data_structures performance_testing machine_learning,gpu programming,artificial_neural_networks image_analysis eventdriven_programming scalability deep_learning software_development machine_learning_methods performance_tuning linear_algebra distributed_computing system programming_computer graphic computer_hardware computer_vision numerical_analysis computer_architecture data_structure performance_testing machine_learning
everyday chinese medicine,the chinese university of hong kong,4.734763948497854,1165,intermediate,course,one_to_three_months,patient evaluation general medicine health care health assessment patient education and support physical therapy preventative care mindfulness nutrition and diet pharmacology,everyday chinese medicine,patient_evaluation general medicine health_care health_assessment patient_education and support physical_therapy preventative_care mindfulness nutrition and diet pharmacology,everyday chinese medicine,patient_evaluation general medicine health_care health_assessment patient_education support physical_therapy preventative_care mindfulness nutrition diet pharmacology,everyday chinese medicine,patient_evaluation general medicine health_care health_assessment patient_education support physical_therapy preventative_care mindfulness nutrition diet pharmacology
creating business value with data and looker,google cloud,4.731421838177534,1273,intermediate,specialization,three_to_six_months,looker software dashboard data governance digital transformation real time data google cloud platform data modeling data management data warehousing data visualization software data analysis data sharing big data cloud storage analytics business intelligence data presentation data processing database design performance tuning,creating business value with data and looker,looker software_dashboard data_governance digital_transformation real_time_data google cloud platform data_modeling data_management_data warehousing data_visualization_software data_analysis_data sharing big_data cloud_storage analytics business_intelligence_data presentation_data processing database_design performance_tuning,creating business value data looker,looker software_dashboard data_governance digital_transformation real_time_data google cloud platform data_modeling data_management_data warehousing data_visualization_software data_analysis_data sharing big_data cloud_storage analytics business_intelligence_data presentation_data processing database_design performance_tuning,creating business value data looker,looker software_dashboard data_governance digital_transformation real_time_data google cloud platform data_modeling data_management_data warehousing data_visualization_software data_analysis_data sharing big_data cloud_storage analytics business_intelligence_data presentation_data processing database_design performance_tuning
drug development and pharmacoepidemiology,johns hopkins university,4.6875,16,intermediate,specialization,three_to_six_months,clinical trials pharmaceuticals pharmacology medication therapy management pharmacotherapy clinical research patient safety medical prescription epidemiology health policy safety assurance research design drug interaction program evaluation research methodologies health care procedure and regulation statistical analysis research public health data analysis,drug development and pharmacoepidemiology,clinical_trials pharmaceuticals pharmacology medication therapy management pharmacotherapy clinical_research patient_safety medical_prescription epidemiology_health policy safety_assurance research_design drug_interaction program_evaluation research_methodologies health_care_procedure and regulation statistical_analysis research public_health data_analysis,drug development pharmacoepidemiology,clinical_trials pharmaceuticals pharmacology medication therapy management pharmacotherapy clinical_research patient_safety medical_prescription epidemiology_health policy safety_assurance research_design drug_interaction program_evaluation research_methodologies health_care_procedure regulation statistical_analysis research public_health data_analysis,drug development pharmacoepidemiology,clinical_trial pharmaceutical pharmacology medication therapy management pharmacotherapy clinical_research patient_safety medical_prescription epidemiology_health policy safety_assurance research_design drug_interaction program_evaluation research_methodologies health_care_procedure regulation statistical_analysis research public_health data_analysis
neuroscience and neuroimaging,johns hopkins university,4.650658499234303,3265,intermediate,specialization,three_to_six_months,magnetic resonance imaging neurology medical imaging anatomy radiology image analysis data analysis xray computed tomography analysis data manipulation experimentation statistical analysis psychology network analysis r programming data processing regression analysis research design scientific visualization statistics,neuroscience and neuroimaging,magnetic_resonance imaging neurology medical_imaging anatomy radiology image analysis_data_analysis xray computed tomography analysis_data_manipulation experimentation statistical_analysis psychology network analysis_r_programming data_processing regression_analysis research_design scientific_visualization statistics,neuroscience neuroimaging,magnetic_resonance imaging neurology medical_imaging anatomy radiology image analysis_data_analysis xray computed tomography analysis_data_manipulation experimentation statistical_analysis psychology network analysis_r_programming data_processing regression_analysis research_design scientific_visualization statistics,neuroscience neuroimaging,magnetic_resonance imaging neurology medical_imaging anatomy radiology image analysis_data_analysis xray computed tomography analysis_data_manipulation experimentation statistical_analysis psychology network analysis_r_programming data_processing regression_analysis research_design scientific_visualization statistic
ai engineering,scrimba,4.68360655737705,183,intermediate,specialization,three_to_six_months,prompt engineering image analysis openai cloud applications generative ai application deployment api gateway cloud hosting generative ai agents chatgpt cloud security user interface ui data ethics application programming interface api development environment open source technology performance testing artificial intelligence javascript frameworks software engineering,ai engineering,prompt_engineering image_analysis openai cloud_applications generative ai application_deployment api_gateway cloud hosting generative ai_agents chatgpt cloud_security user_interface_ui data_ethics application_programming_interface api development_environment open source technology performance_testing artificial_intelligence javascript frameworks software_engineering,ai engineering,prompt_engineering image_analysis openai cloud_applications generative ai application_deployment api_gateway cloud hosting generative ai_agents chatgpt cloud_security user_interface_ui data_ethics application_programming_interface api development_environment open source technology performance_testing artificial_intelligence javascript frameworks software_engineering,ai engineering,prompt_engineering image_analysis openai cloud_applications generative ai application_deployment api_gateway cloud hosting generative ai_agents chatgpt cloud_security user_interface_ui data_ethics application_programming_interface api development_environment open source technology performance_testing artificial_intelligence javascript framework software_engineering
tensorflow advanced techniques,deeplearningai,4.792861427714458,1667,intermediate,specialization,three_to_six_months,generative ai tensorflow computer vision image analysis deep learning keras neural network library applied machine learning artificial neural networks artificial intelligence and machine learning aiml feature engineering distributed computing computer graphics unsupervised learning network model visualization computer graphics network architecture performance tuning machine learning methods api design object oriented programming oop,tensorflow advanced techniques,generative ai tensorflow computer_vision_image analysis deep_learning keras neural network library applied machine_learning artificial_neural_networks artificial_intelligence and machine_learning_aiml feature_engineering distributed_computing computer_graphics unsupervised_learning network_model visualization_computer_graphics network architecture_performance tuning machine_learning_methods api_design object oriented_programming oop,tensorflow advanced techniques,generative ai tensorflow computer_vision_image analysis deep_learning keras neural network library applied machine_learning artificial_neural_networks artificial_intelligence machine_learning_aiml feature_engineering distributed_computing computer_graphics unsupervised_learning network_model visualization_computer_graphics network architecture_performance tuning machine_learning_methods api_design object oriented_programming oop,tensorflow advanced technique,generative ai tensorflow computer_vision_image analysis deep_learning kera neural network library applied machine_learning artificial_neural_networks artificial_intelligence machine_learning_aiml feature_engineering distributed_computing computer_graphic unsupervised_learning network_model visualization_computer_graphics network architecture_performance tuning machine_learning_methods api_design object oriented_programming oop
applied data science with python,university of michigan,4.493182152416246,33999,intermediate,specialization,three_to_six_months,matplotlib network analysis feature engineering data visualization data visualization software interactive data visualization scientific visualization pandas python package applied machine learning supervised learning text mining visualization computer graphics statistical visualization network model jupyter numpy graph theory natural language processing python programming data processing,applied data_science with python,matplotlib network_analysis feature_engineering_data visualization_data_visualization software interactive_data_visualization scientific_visualization pandas python_package applied machine_learning supervised_learning text_mining visualization_computer_graphics statistical_visualization network_model jupyter numpy graph_theory natural_language_processing python_programming_data processing,applied data_science python,matplotlib network_analysis feature_engineering_data visualization_data_visualization software interactive_data_visualization scientific_visualization pandas python_package applied machine_learning supervised_learning text_mining visualization_computer_graphics statistical_visualization network_model jupyter numpy graph_theory natural_language_processing python_programming_data processing,applied data_science python,matplotlib network_analysis feature_engineering_data visualization_data_visualization software interactive_data_visualization scientific_visualization panda python_package applied machine_learning supervised_learning text_mining visualization_computer_graphics statistical_visualization network_model jupyter numpy graph_theory natural_language_processing python_programming_data processing
fpga design for embedded systems,university of colorado boulder,4.493008225616922,1702,intermediate,specialization,three_to_six_months,fieldprogrammable gate array fpga hardware design verification and validation electronic systems embedded systems electronics engineering application specific integrated circuits system design and implementation electronics software design program development technical design eclipse software computational logic software development embedded software integrated development environments computer architecture development environment schematic diagrams,fpga design for embedded_systems,fieldprogrammable gate array fpga hardware_design verification and validation electronic_systems embedded systems_electronics_engineering application specific integrated circuits system_design and implementation electronics software_design program_development technical_design eclipse software computational_logic software_development embedded_software integrated development_environments computer_architecture development_environment schematic diagrams,fpga design embedded_systems,fieldprogrammable gate array fpga hardware_design verification validation electronic_systems embedded systems_electronics_engineering application specific integrated circuits system_design implementation electronics software_design program_development technical_design eclipse software computational_logic software_development embedded_software integrated development_environments computer_architecture development_environment schematic diagrams,fpga design embedded_systems,fieldprogrammable gate array fpga hardware_design verification validation electronic_systems embedded systems_electronics_engineering application specific integrated circuit system_design implementation electronics software_design program_development technical_design eclipse software computational_logic software_development embedded_software integrated development_environments computer_architecture development_environment schematic diagram
introduction to data engineering,deeplearningai amazon web services,4.78811369509044,387,intermediate,course,one_to_four_weeks,data pipelines data architecture requirements analysis amazon web services data warehousing data modeling data processing system requirements performance tuning security controls data transformation scalability,introduction to data_engineering,data_pipelines_data architecture requirements_analysis amazon_web_services data warehousing data_modeling_data processing system_requirements performance_tuning security controls data_transformation scalability,introduction data_engineering,data_pipelines_data architecture requirements_analysis amazon_web_services data warehousing data_modeling_data processing system_requirements performance_tuning security controls data_transformation scalability,introduction data_engineering,data_pipelines_data architecture requirements_analysis amazon_web_services data warehousing data_modeling_data processing system_requirements performance_tuning security control data_transformation scalability
business analyst ecba certificate preparation,skillup edtech,4.779245283018868,53,intermediate,specialization,three_to_six_months,business analysis business process modeling process optimization requirements management business requirements stakeholder management process analysis data modeling agile methodology stakeholder engagement requirements analysis risk analysis process improvement user story project management risk management plan execution project planning analysis business process,business analyst ecba certificate preparation,business analysis_business_process modeling process_optimization requirements_management business_requirements stakeholder management_process_analysis data_modeling agile_methodology stakeholder_engagement requirements analysis_risk_analysis process_improvement user_story project management_risk_management plan_execution project_planning analysis_business_process,business analyst ecba certificate preparation,business analysis_business_process modeling process_optimization requirements_management business_requirements stakeholder management_process_analysis data_modeling agile_methodology stakeholder_engagement requirements analysis_risk_analysis process_improvement user_story project management_risk_management plan_execution project_planning analysis_business_process,business analyst ecba certificate preparation,business analysis_business_process modeling process_optimization requirements_management business_requirements stakeholder management_process_analysis data_modeling agile_methodology stakeholder_engagement requirement analysis_risk_analysis process_improvement user_story project management_risk_management plan_execution project_planning analysis_business_process
us federal taxation,university of illinois urbanachampaign,4.804867724867726,945,intermediate,specialization,three_to_six_months,corporate tax income tax partnership accounting tax laws tax returns tax compliance depreciation tax preparation liquidation property accounting tax management payroll tax tax planning business valuation payroll real estate transactions specialized accounting strategic decisionmaking organizational structure mergers acquisitions,us federal taxation,corporate tax income_tax partnership accounting_tax laws tax returns tax_compliance depreciation tax preparation liquidation property accounting_tax management payroll_tax tax_planning business_valuation payroll real_estate transactions specialized accounting strategic decisionmaking organizational_structure mergers_acquisitions,federal taxation,corporate tax income_tax partnership accounting_tax laws tax returns tax_compliance depreciation tax preparation liquidation property accounting_tax management payroll_tax tax_planning business_valuation payroll real_estate transactions specialized accounting strategic decisionmaking organizational_structure mergers_acquisitions,federal taxation,corporate tax income_tax partnership accounting_tax law tax return tax_compliance depreciation tax preparation liquidation property accounting_tax management payroll_tax tax_planning business_valuation payroll real_estate transaction specialized accounting strategic decisionmaking organizational_structure mergers_acquisitions
business english communication skills,university of washington,4.750293994120116,4762,intermediate,specialization,three_to_six_months,oral expression negotiation proposal writing presentations sales presentation persuasive communication event planning peer review business communication communication business writing taking meeting minutes public speaking business planning microsoft powerpoint meeting facilitation verbal communication skills business correspondence professional networking english language,business english communication_skills,oral_expression negotiation proposal writing presentations sales_presentation persuasive_communication event planning_peer review business communication_communication business_writing taking_meeting minutes public speaking business_planning microsoft powerpoint meeting_facilitation verbal_communication_skills business_correspondence professional networking english_language,business english communication_skills,oral_expression negotiation proposal writing presentations sales_presentation persuasive_communication event planning_peer review business communication_communication business_writing taking_meeting minutes public speaking business_planning microsoft powerpoint meeting_facilitation verbal_communication_skills business_correspondence professional networking english_language,business english communication_skills,oral_expression negotiation proposal writing presentation sales_presentation persuasive_communication event planning_peer review business communication_communication business_writing taking_meeting minute public speaking business_planning microsoft powerpoint meeting_facilitation verbal_communication_skills business_correspondence professional networking english_language
calculus for machine learning and data science,deeplearningai,4.792584009269988,863,intermediate,course,one_to_four_weeks,applied mathematics calculus mathematical modeling numpy machine learning python programming artificial neural networks deep learning visualization computer graphics derivatives,calculus for machine_learning and data_science,applied_mathematics calculus mathematical_modeling numpy machine_learning python_programming artificial_neural_networks deep_learning visualization_computer_graphics derivatives,calculus machine_learning data_science,applied_mathematics calculus mathematical_modeling numpy machine_learning python_programming artificial_neural_networks deep_learning visualization_computer_graphics derivatives,calculus machine_learning data_science,applied_mathematics calculus mathematical_modeling numpy machine_learning python_programming artificial_neural_networks deep_learning visualization_computer_graphics derivative
algorithms for battery management systems,university of colorado boulder university of colorado system,4.730223441787533,2551,intermediate,specialization,three_to_six_months,electrical systems electrical safety simulations thermal management basic electrical systems estimation control systems systems engineering mathematical modeling power electronics high voltage electrical power probability electrical engineering electronic systems matlab failure analysis electrical substation simulation and simulation software numerical analysis,algorithms for battery management_systems,electrical_systems electrical safety simulations thermal_management basic electrical_systems estimation control_systems systems_engineering mathematical_modeling power electronics high voltage electrical_power probability electrical_engineering electronic_systems matlab failure_analysis electrical substation simulation and simulation_software numerical_analysis,algorithms battery management_systems,electrical_systems electrical safety simulations thermal_management basic electrical_systems estimation control_systems systems_engineering mathematical_modeling power electronics high voltage electrical_power probability electrical_engineering electronic_systems matlab failure_analysis electrical substation simulation simulation_software numerical_analysis,algorithm battery management_systems,electrical_system electrical safety simulation thermal_management basic electrical_system estimation control_system systems_engineering mathematical_modeling power electronics high voltage electrical_power probability electrical_engineering electronic_systems matlab failure_analysis electrical substation simulation simulation_software numerical_analysis
natural language processing with classification and vector spaces,deeplearningai,4.63090034965035,4576,intermediate,course,one_to_four_weeks,natural language processing supervised learning dimensionality reduction feature engineering machine learning algorithms artificial intelligence tensorflow probability statistics,natural_language_processing with classification and vector spaces,natural_language_processing supervised_learning dimensionality_reduction feature_engineering machine learning_algorithms artificial_intelligence tensorflow probability_statistics,natural_language_processing classification vector spaces,natural_language_processing supervised_learning dimensionality_reduction feature_engineering machine learning_algorithms artificial_intelligence tensorflow probability_statistics,natural_language_processing classification vector space,natural_language_processing supervised_learning dimensionality_reduction feature_engineering machine learning_algorithms artificial_intelligence tensorflow probability_statistics
supply chain digitization strategy and design,iima iim ahmedabad,4.729166666666667,48,intermediate,course,one_to_three_months,supply chain management supply chain digital transformation transportation operations logistics management logistics inventory and warehousing business analytics datadriven decisionmaking business architecture warehouse management operational efficiency process optimization strategic thinking internet of things blockchain real time data automation,supply_chain digitization strategy and design,supply_chain management_supply_chain digital_transformation transportation_operations logistics_management logistics inventory and warehousing business_analytics datadriven decisionmaking_business architecture warehouse_management operational_efficiency process_optimization strategic_thinking internet_of_things blockchain real_time_data automation,supply_chain digitization strategy design,supply_chain management_supply_chain digital_transformation transportation_operations logistics_management logistics inventory warehousing business_analytics datadriven decisionmaking_business architecture warehouse_management operational_efficiency process_optimization strategic_thinking internet_of_things blockchain real_time_data automation,supply_chain digitization strategy design,supply_chain management_supply_chain digital_transformation transportation_operations logistics_management logistics inventory warehousing business_analytics datadriven decisionmaking_business architecture warehouse_management operational_efficiency process_optimization strategic_thinking internet_of_things blockchain real_time_data automation
introduction to calculus,the university of sydney,4.823072943610968,3866,intermediate,course,one_to_three_months,calculus integral calculus algebra advanced mathematics geometry engineering calculations trigonometry arithmetic derivatives mathematical modeling graphing estimation,introduction to calculus,calculus integral_calculus algebra advanced_mathematics geometry engineering_calculations trigonometry arithmetic derivatives mathematical_modeling graphing estimation,introduction calculus,calculus integral_calculus algebra advanced_mathematics geometry engineering_calculations trigonometry arithmetic derivatives mathematical_modeling graphing estimation,introduction calculus,calculus integral_calculus algebra advanced_mathematics geometry engineering_calculations trigonometry arithmetic derivative mathematical_modeling graphing estimation
business management essentials,illinois tech,4.792727272727273,275,intermediate,specialization,three_to_six_months,process improvement process management global marketing business process business process management financial statement analysis financial statements brand management leadership and management financial analysis marketing team leadership strategic marketing organizational change decision making leadership inventory accounting business strategy financial management data analysis,business_management essentials,process improvement_process management global marketing_business process business_process_management financial_statement_analysis financial_statements brand management_leadership and management financial_analysis marketing team_leadership strategic_marketing organizational_change decision making leadership inventory_accounting business_strategy financial management_data_analysis,business_management essentials,process improvement_process management global marketing_business process business_process_management financial_statement_analysis financial_statements brand management_leadership management financial_analysis marketing team_leadership strategic_marketing organizational_change decision making leadership inventory_accounting business_strategy financial management_data_analysis,business_management essential,process improvement_process management global marketing_business process business_process_management financial_statement_analysis financial_statement brand management_leadership management financial_analysis marketing team_leadership strategic_marketing organizational_change decision making leadership inventory_accounting business_strategy financial management_data_analysis
python and statistics for financial analysis,the hong kong university of science and technology,4.419928825622776,4496,intermediate,course,one_to_four_weeks,statistical inference statistical methods pandas python package probability statistics risk analysis financial trading financial data data manipulation statistical analysis regression analysis financial analysis jupyter financial modeling python programming data visualization,python and statistics for financial_analysis,statistical_inference statistical_methods pandas python_package probability_statistics risk_analysis financial_trading financial_data data_manipulation statistical analysis_regression_analysis financial_analysis jupyter financial_modeling python_programming_data visualization,python statistics financial_analysis,statistical_inference statistical_methods pandas python_package probability_statistics risk_analysis financial_trading financial_data data_manipulation statistical analysis_regression_analysis financial_analysis jupyter financial_modeling python_programming_data visualization,python statistic financial_analysis,statistical_inference statistical_method panda python_package probability_statistics risk_analysis financial_trading financial_data data_manipulation statistical analysis_regression_analysis financial_analysis jupyter financial_modeling python_programming_data visualization
interaction design,university of california san diego,4.5087956021989,4002,intermediate,specialization,three_to_six_months,design research interaction design user experience design statistical analysis usability ideation user research graphic and visual design user interface ui design experimentation prototyping human centered design usability testing human computer interaction ab testing human factors collaborative software telecommuting r programming storyboarding,interaction_design,design_research interaction_design user_experience_design statistical_analysis usability ideation user_research graphic and visual design_user_interface ui design experimentation prototyping human centered_design usability_testing human_computer_interaction ab testing human_factors collaborative_software telecommuting r_programming storyboarding,interaction_design,design_research interaction_design user_experience_design statistical_analysis usability ideation user_research graphic visual design_user_interface ui design experimentation prototyping human centered_design usability_testing human_computer_interaction testing human_factors collaborative_software telecommuting r_programming storyboarding,interaction_design,design_research interaction_design user_experience_design statistical_analysis usability ideation user_research graphic visual design_user_interface ui design experimentation prototyping human centered_design usability_testing human_computer_interaction testing human_factors collaborative_software telecommuting r_programming storyboarding
instructional methods in health professions education,university of michigan,4.7,520,intermediate,course,one_to_three_months,instructional design adult learning principles teaching education software and technology patient education and counseling learning theory learning styles creativity decision making technology strategies,instructional methods in health professions education,instructional_design adult learning principles teaching education_software and technology patient_education and counseling learning_theory learning_styles creativity decision making technology_strategies,instructional methods health professions education,instructional_design adult learning principles teaching education_software technology patient_education counseling learning_theory learning_styles creativity decision making technology_strategies,instructional method health profession education,instructional_design adult learning principle teaching education_software technology patient_education counseling learning_theory learning_styles creativity decision making technology_strategies
ibm mainframe developer,ibm learnquest,4.605168363351606,1277,intermediate,professional certificate,three_to_six_months,mainframe computing cobol programming language software development life cycle zos unit testing systems analysis job control language jcl ibm db systems development debugging pseudocode software development methodologies virtualization agile methodology software development test driven development tdd programming principles report writing relational databases editing,ibm mainframe developer,mainframe computing cobol programming_language software_development_life cycle zos unit_testing systems_analysis job control language jcl ibm db systems_development debugging pseudocode software_development_methodologies virtualization agile_methodology software_development test driven_development tdd programming_principles report writing relational databases editing,ibm mainframe developer,mainframe computing cobol programming_language software_development_life cycle zos unit_testing systems_analysis job control language jcl ibm systems_development debugging pseudocode software_development_methodologies virtualization agile_methodology software_development test driven_development tdd programming_principles report writing relational databases editing,ibm mainframe developer,mainframe computing cobol programming_language software_development_life cycle zos unit_testing systems_analysis job control language jcl ibm systems_development debugging pseudocode software_development_methodologies virtualization agile_methodology software_development test driven_development tdd programming_principles report writing relational database editing
ai for medical diagnosis,deeplearningai,4.675756073376301,2017,intermediate,course,one_to_four_weeks,image analysis predictive modeling artificial intelligence and machine learning aiml data processing applied machine learning medical imaging machine learning algorithms computer vision deep learning natural language processing medical science and research machine learning radiology artificial neural networks probability statistics,ai for medical diagnosis,image_analysis predictive_modeling artificial_intelligence and machine_learning_aiml data_processing applied machine_learning medical_imaging machine learning_algorithms computer_vision deep_learning natural_language_processing medical_science and research machine_learning radiology artificial_neural_networks probability_statistics,ai medical diagnosis,image_analysis predictive_modeling artificial_intelligence machine_learning_aiml data_processing applied machine_learning medical_imaging machine learning_algorithms computer_vision deep_learning natural_language_processing medical_science research machine_learning radiology artificial_neural_networks probability_statistics,ai medical diagnosis,image_analysis predictive_modeling artificial_intelligence machine_learning_aiml data_processing applied machine_learning medical_imaging machine learning_algorithms computer_vision deep_learning natural_language_processing medical_science research machine_learning radiology artificial_neural_networks probability_statistics
advanced embedded linux development,university of colorado boulder,4.303448275862069,145,intermediate,specialization,one_to_three_months,agile methodology scrum software development system programming embedded software software testing embedded systems linux agile software development software development methodologies docker software git version control system containerization linux commands unix shell script c programming language debugging file systems internet of things operating systems,advanced embedded linux development,agile_methodology scrum_software_development system_programming embedded software_software_testing embedded_systems linux agile_software_development software_development_methodologies docker_software git version_control_system containerization linux commands unix shell_script c_programming_language debugging file_systems internet_of_things operating_systems,advanced embedded linux development,agile_methodology scrum_software_development system_programming embedded software_software_testing embedded_systems linux agile_software_development software_development_methodologies docker_software git version_control_system containerization linux commands unix shell_script c_programming_language debugging file_systems internet_of_things operating_systems,advanced embedded linux development,agile_methodology scrum_software_development system_programming embedded software_software_testing embedded_systems linux agile_software_development software_development_methodologies docker_software git version_control_system containerization linux command unix shell_script c_programming_language debugging file_system internet_of_things operating_system
visualizing the living body diagnostic imaging,yale university,4.805232558139535,344,intermediate,course,one_to_three_months,medical imaging radiology radiography xray computed tomography medical ultrasonography magnetic resonance imaging neurology pathology image analysis anatomy gynecology,visualizing the living body diagnostic imaging,medical_imaging radiology radiography xray computed tomography medical ultrasonography magnetic_resonance imaging neurology pathology image_analysis anatomy gynecology,visualizing living body diagnostic imaging,medical_imaging radiology radiography xray computed tomography medical ultrasonography magnetic_resonance imaging neurology pathology image_analysis anatomy gynecology,visualizing living body diagnostic imaging,medical_imaging radiology radiography xray computed tomography medical ultrasonography magnetic_resonance imaging neurology pathology image_analysis anatomy gynecology
business data management and communication,university of illinois urbanachampaign,4.71130798969072,6208,intermediate,specialization,three_to_six_months,data storytelling revenue recognition financial statements data presentation data visualization accrual accounting cash flows financial accounting data collection financial statement analysis bookkeeping business analytics income statement accounting business valuation data quality analytics workflow management data analysis asset management,business data_management and communication,data storytelling revenue_recognition financial_statements data presentation_data_visualization accrual_accounting cash flows financial_accounting data_collection financial_statement_analysis bookkeeping business_analytics income_statement accounting_business valuation data_quality analytics workflow management_data_analysis asset_management,business data_management communication,data storytelling revenue_recognition financial_statements data presentation_data_visualization accrual_accounting cash flows financial_accounting data_collection financial_statement_analysis bookkeeping business_analytics income_statement accounting_business valuation data_quality analytics workflow management_data_analysis asset_management,business data_management communication,data storytelling revenue_recognition financial_statement data presentation_data_visualization accrual_accounting cash flow financial_accounting data_collection financial_statement_analysis bookkeeping business_analytics income_statement accounting_business valuation data_quality analytics workflow management_data_analysis asset_management
drug hunting the science of making new medicines,novartis,4.829292929292929,198,intermediate,specialization,three_to_six_months,drug interaction clinical trials pharmacology pharmaceuticals patient safety clinical research competitive intelligence pharmacotherapy laboratory research laboratory testing biochemistry medical science and research safety assurance chemistry medication administration risk analysis biology verification and validation regulatory compliance molecular biology,drug hunting the science of making new medicines,drug_interaction clinical_trials pharmacology pharmaceuticals patient_safety clinical_research competitive_intelligence pharmacotherapy laboratory_research laboratory_testing biochemistry medical_science and research safety_assurance chemistry medication administration risk_analysis biology verification and validation regulatory_compliance molecular_biology,drug hunting science making new medicines,drug_interaction clinical_trials pharmacology pharmaceuticals patient_safety clinical_research competitive_intelligence pharmacotherapy laboratory_research laboratory_testing biochemistry medical_science research safety_assurance chemistry medication administration risk_analysis biology verification validation regulatory_compliance molecular_biology,drug hunting science making new medicine,drug_interaction clinical_trial pharmacology pharmaceutical patient_safety clinical_research competitive_intelligence pharmacotherapy laboratory_research laboratory_testing biochemistry medical_science research safety_assurance chemistry medication administration risk_analysis biology verification validation regulatory_compliance molecular_biology
modern robotics mechanics planning and control,northwestern university,4.703275862068966,1160,intermediate,specialization,three_to_six_months,machine controls control systems mathematical modeling mathematical software automation engineering simulation and simulation software engineering calculations engineering mechanics mechanical engineering torque physics artificial intelligence vibrations applied mathematics engineering analysis automation numerical analysis computational logic virtual environment robotic process automation,modern robotics mechanics planning and control,machine controls control_systems mathematical_modeling mathematical software automation engineering_simulation and simulation_software engineering_calculations engineering mechanics mechanical_engineering torque_physics artificial_intelligence vibrations applied_mathematics engineering_analysis automation numerical_analysis computational_logic virtual_environment robotic process_automation,modern robotics mechanics planning control,machine controls control_systems mathematical_modeling mathematical software automation engineering_simulation simulation_software engineering_calculations engineering mechanics mechanical_engineering torque_physics artificial_intelligence vibrations applied_mathematics engineering_analysis automation numerical_analysis computational_logic virtual_environment robotic process_automation,modern robotics mechanic planning control,machine control control_system mathematical_modeling mathematical software automation engineering_simulation simulation_software engineering_calculations engineering mechanic mechanical_engineering torque_physics artificial_intelligence vibration applied_mathematics engineering_analysis automation numerical_analysis computational_logic virtual_environment robotic process_automation
blockchain,university at buffalo the state university of new york,4.558179787828026,8955,intermediate,specialization,three_to_six_months,blockchain test driven development tdd cryptography application development transaction processing emerging technologies integrated development environments software architecture network protocols encryption web applications program development distributed computing application programming interface api microsoft azure fintech software development cloud computing architecture development environment web development tools,blockchain,blockchain test driven_development tdd cryptography application_development transaction_processing emerging_technologies integrated development_environments software_architecture network_protocols encryption web_applications program_development distributed_computing application_programming_interface api microsoft azure fintech software_development cloud computing_architecture development_environment web_development_tools,blockchain,blockchain test driven_development tdd cryptography application_development transaction_processing emerging_technologies integrated development_environments software_architecture network_protocols encryption web_applications program_development distributed_computing application_programming_interface api microsoft azure fintech software_development cloud computing_architecture development_environment web_development_tools,blockchain,blockchain test driven_development tdd cryptography application_development transaction_processing emerging_technologies integrated development_environments software_architecture network_protocols encryption web_applications program_development distributed_computing application_programming_interface api microsoft azure fintech software_development cloud computing_architecture development_environment web_development_tools
